HostName,IPAddress,Models,Vendors
IBRHIM-S01C-ALX-EG,10.37.250.246,WS-C4948,Cisco
OSEEM-S01C-C-EG,10.37.251.102,WS-C4948,Cisco
SHBRMSR-S01C-C-EG,10.37.250.38,WS-C4948,Cisco
SHBRKHM-S01C-C-EG,10.37.250.46,WS-C4948,Cisco
SALAMCTY-S01C-C-EG,10.37.250.78,WS-C4948,Cisco
MARG-S01C-C-EG,10.37.250.6,WS-C4948,Cisco
ZOHOUR-S01C-PTS-EG,10.37.251.110,WS-C4948,Cisco
EMBABA-S02J-GZ-EG,10.37.247.62,EX4200,Juniper
TUKH-S01C-KB-EG,10.37.251.118,WS-C4948,Cisco
SADAT-S01C-MNF-EG,10.37.251.142,WS-C4948,Cisco
KHANKA-S01C-C-EG,10.37.251.134,WS-C4948,Cisco
LUXOR2-S01C-LX-EG,10.37.251.182,WS-C4948,Cisco
QALAA1-S01C-C-EG,10.37.251.166,WS-C4948,Cisco
SHRABEYA-S01C-C-EG,10.37.251.198,WS-C4948,Cisco
WARRAQ-S01C-C-EG,10.37.251.214,WS-C4948,Cisco
TGMOAWL-S01C-C-EG,10.37.251.234,WS-C4948,Cisco
MAADI1-S02C-C-EG,10.37.251.222,WS-C4948,Cisco
SHROUK1-S01C-C-EG,10.37.251.242,WS-C4948,Cisco
GLEEM-S01C-ALX-EG,10.37.252.118,WS-C4948,Cisco
FAYSAL-S01C-ALX-EG,10.37.252.102,WS-C4948,Cisco
OMRNIAH-S01C-GZ-EG,10.37.251.86,WS-C4948,Cisco
DAKHLA-S01C-WAD-EG,10.37.252.150,WS-C4948,Cisco
PRHGHTS-S03C-GZ-EG,10.37.251.54,WS-C3560G-48TS,Cisco
AMIRIAH-S01C-C-EG,10.37.252.134,WS-C4948,Cisco
REMAYAH-S01C-GZ-EG,10.37.252.162,WS-C4948,Cisco
SHARM2-S01C-JS-EG,10.37.252.170,WS-C4948,Cisco
MATRIA-S01C-C-EG,10.37.252.198,WS-C4948,Cisco
MAX-S01C-ALX-EG,10.37.252.214,WS-C4948,Cisco
PRHGHTS-S01C-GZ-EG,10.37.251.37,C2960G-24TC,Cisco
PRHGHTS-S02C-GZ-EG,10.37.251.38,WS-C3560G-24TS,Cisco
SHBRMNT-S01C-GZ-EG,10.37.252.42,WS-C4948,Cisco
SFTLBAN-S01C-GZ-EG,10.37.252.62,WS-C4948,Cisco
BASHTIL-S01C-GZ-EG,10.37.251.77,WS-C4948,Cisco
MNSHIA-S01C-ALX-EG,10.37.252.230,WS-C4948,Cisco
REHAB-S01C-C-EG,10.37.252.70,WS-C4948,Cisco
ABOQIR-S01C-ALX-EG,10.37.252.86,WS-C4948,Cisco
MQATM2_A-S01C-C-EG,10.37.252.254,WS-C4948,Cisco
MAADI3-S01C-C-EG,10.37.252.6,WS-C4948,Cisco
SHBQNTR-S01C-KB-EG,10.37.252.34,WS-C4948,Cisco
MSTFKM-S01C-ALX-EG,10.37.253.110,WS-C4948,Cisco
NASR3-S01C-C-EG,10.37.253.118,WS-C4948,Cisco
NASR4-S01C-C-EG,10.37.253.134,WS-C4948,Cisco
MHNDSN-S01C-GZ-EG,10.37.253.173,WS-C4948,Cisco
MOQATAM1-S01C-C-EG,10.37.253.150,WS-C4948,Cisco
MHNDSN-S02C-GZ-EG,10.37.253.174,WS-C4948,Cisco
NOZHA1-S01C-C-EG,10.37.253.182,WS-C4948,Cisco
NOZHA2-S01C-C-EG,10.37.253.198,WS-C4948,Cisco
TGMOKHMS-S03C-C-EG,10.37.253.246,WS-C4948,Cisco
BLQDK_1-S01C-GZ-EG,10.37.253.38,WS-C4948,Cisco
BLQDK_1-S02C-GZ-EG,10.37.253.46,WS-C4948,Cisco
ZAMALEK-S02C-C-EG,10.37.253.214,WS-C4948,Cisco
ZWYHMRA-S01C-C-EG,10.37.253.230,WS-C4948,Cisco
AWAYED-S01C-ALX-EG,10.37.253.22,WS-C4948,Cisco
TGMOKHMS-S02C-C-EG,10.37.253.245,WS-C4948,Cisco
HDARAH-S01C-ALX-EG,10.37.253.94,WS-C4948,Cisco
CITYCNTR-S01C-C-EG,10.37.253.78,WS-C4948,Cisco
HLPLS-S03C-C-EG,10.37.254.102,WS-C4948,Cisco
ISMLIA-S01C-IS-EG,10.37.254.134,WS-C4948,Cisco
10RAM1-S01C-SHR-EG,10.37.254.14,WS-C4948,Cisco
OPERA-S01C-C-EG,10.37.254.206,WS-C4948,Cisco
6OCT1-S02C-GZ-EG,10.37.253.54,WS-C4948,Cisco
ASYUTE-S01C-AST-EG,10.37.253.6,WS-C4948,Cisco
HLPLS-S02C-C-EG,10.37.254.101,WS-C4948,Cisco
HLPLS-S01C-C-EG,10.37.254.100,WS-C4948,Cisco
ASWNE-S01C-ASN-EG,10.37.254.194,WS-C3560G-24TS,Cisco
SHRTN-S02C-C-EG,10.37.254.238,WS-C4948,Cisco
BNISUF-S01C-BNS-EG,10.37.254.246,WS-C4948,Cisco
MINYA-S01C-MN-EG,10.37.255.124,WS-C4948,Cisco
NASR1-S02C-C-EG,10.37.255.142,WS-C4948,Cisco
NASR1-S01C-C-EG,10.37.255.141,WS-C4948,Cisco
NASR1-S03C-C-EG,10.37.255.154,WS-C4948,Cisco
ASWNW-S01C-ASN-EG,10.37.254.46,WS-C4948,Cisco
BADRCITY-S01C-C-EG,10.37.255.178,WS-C3560G-24TS,Cisco
SUEZ-S02C-SUZ-EG,10.37.255.205,WS-C4948,Cisco
SUEZ-S01C-SUZ-EG,10.37.255.204,WS-C4948,Cisco
SHGWST-S01C-SHG-EG,10.37.255.214,WS-C4948,Cisco
FATHH-S01C-ALX-EG,10.37.254.38,WS-C4948,Cisco
FAYUM1-S01C-FYM-EG,10.37.254.62,WS-C4948,Cisco
KFRSHK-S01C-KFS-EG,10.37.255.118,WS-C4948,Cisco
MINYA-S02J-MN-EG,10.37.255.125,EX3200,Juniper
OBURCTY2-S01C-C-EG,10.37.27.6,WS-C4948,Cisco
DMNHRE1-S01C-BH-EG,10.37.255.6,WS-C4948,Cisco
OPERA-S02C-C-EG,10.37.39.186,WS-C3560G-24TS,Cisco
ASKHNA-S02C-SUZ-EG,10.37.57.218,WS-C4948,Cisco
DMIETA-S01C-DT-EG,10.37.255.78,WS-C4948,Cisco
ALMAZA-S02C-C-EG,10.37.255.94,WS-C4948,Cisco
SHOTDOKI-S01C-GZ-EG,10.37.82.10,ME360x_t,Cisco
HRGHDAD-S30C-BA-EG,10.37.30.210,WS-C2960C-8TC-S,Cisco
QALAA1-S02C-C-EG,10.37.33.162,WS-C2960C-8TC-S,Cisco
RAMSIS-S09C-C-EG,10.37.82.42,ME360x_t,Cisco
SHZAYED-S01C-GZ-EG,10.38.2.46,WS-C4948,Cisco
SMRTVHQ-S04C-GZ-EG,10.38.3.150,WS-C3560G-48TS,Cisco
HARAM-R02J-GZ-EG,10.45.0.102,mx104,Juniper
SHLMSTMN-R01J-C-EG,10.45.0.103,mx104,Juniper
MRIUTIA-R02J-GZ-EG,10.45.0.101,mx104,Juniper
NOZHA2-R02J-C-EG,10.45.0.105,mx104,Juniper
15MAY-R04J-C-EG,10.45.0.104,mx104,Juniper
NOZHA3-R04J-C-EG,10.45.0.10,mx104,Juniper
HDARAH-R04J-ALX-EG,10.45.0.106,mx104,Juniper
KFRSKR-R02J-SHR-EG,10.45.0.107,mx104,Juniper
NAWAG-R01J-GH-EG,10.45.0.108,mx104,Juniper
SALAM-R01J-SUZ-EG,10.45.0.109,mx104,Juniper
KRMOUZ-R02J-ALX-EG,10.45.0.110,mx104,Juniper
SUEZ-R06J-SUZ-EG,10.45.0.111,mx104,Juniper
MSTQBAL-R01J-IS-EG,10.45.0.114,mx104,Juniper
MUBARK-R02J-PTS-EG,10.45.0.115,mx104,Juniper
QNAEAST-R02J-KN-EG,10.45.0.116,mx104,Juniper
KHARGA-R01C-WAD-EG,10.45.0.118,7206VXR,Cisco
6OCT2-R07J-GZ-EG,10.45.0.12,mx104,Juniper
MQATM2_A-R02J-C-EG,10.45.0.121,mx104,Juniper
QNAWEST-R07J-KN-EG,10.45.0.123,mx104,Juniper
6OCT1-R02J-GZ-EG,10.45.0.128,mx104,Juniper
TUR-R01J-JS-EG,10.45.0.131,mx104,Juniper
BORG-R01J-BNS-EG,10.45.0.120,mx104,Juniper
HRAMIN-R03J-ALX-EG,10.45.0.122,mx104,Juniper
ASKHNA-R01J-SUZ-EG,10.45.0.129,mx104,Juniper
SAFAGA-R02J-BA-EG,10.45.0.132,mx104,Juniper
BLQDK_1-R03J-GZ-EG,10.45.0.13,mx104,Juniper
QUSSEIR-R01J-BA-EG,10.45.0.130,mx104,Juniper
NMRSLM-R01J-BA-EG,10.45.0.135,mx104,Juniper
ZEFTAH-R02J-GH-EG,10.45.0.139,mx104,Juniper
SANTAH-R02J-GH-EG,10.45.0.138,mx104,Juniper
SHRABEYA-R04J-C-EG,10.45.0.14,mx104,Juniper
TANTA2-R10J-GH-EG,10.45.0.141,mx104,Juniper
AKHSAS-R01J-GZ-EG,10.45.0.137,mx104,Juniper
QALIUB-R03J-C-EG,10.45.0.136,mx104,Juniper
SMANUD-R02J-GH-EG,10.45.0.142,mx104,Juniper
QNAROS-R01J-BNS-EG,10.45.0.146,mx104,Juniper
BELYDAH-R01J-C-EG,10.45.0.144,mx104,Juniper
BLEVIA-R01J-BNS-EG,10.45.0.145,mx104,Juniper
SHBRMNT-R02J-GZ-EG,10.45.0.148,mx104,Juniper
ISMLIA-R05J-IS-EG,10.45.0.156,mx104,Juniper
BASYOUN-R02J-GH-EG,10.45.0.143,mx104,Juniper
SHARM2-R02J-JS-EG,10.45.0.147,mx104,Juniper
BIEGAM-R04J-C-EG,10.45.0.15,mx104,Juniper
ESHNWAY-R01J-GH-EG,10.45.0.159,mx104,Juniper
MSHTSK-R02J-SHR-EG,10.45.0.155,mx104,Juniper
ASWNE-R02J-ASN-EG,10.45.0.160,mx104,Juniper
NEMSA-R01J-LX-EG,10.45.0.161,mx104,Juniper
ADSHISH-R01J-DK-EG,10.45.0.153,mx104,Juniper
BNIMZR-R02J-MN-EG,10.45.0.157,mx104,Juniper
HSINIA-R02J-SHR-EG,10.45.0.154,mx104,Juniper
MAYDOM-R01J-BNS-EG,10.45.0.158,mx104,Juniper
ASWNW-R04J-ASN-EG,10.45.0.162,mx104,Juniper
MNSRWST-R04J-DK-EG,10.45.0.163,mx104,Juniper
BEDWAY-R01J-DK-EG,10.45.0.16,mx104,Juniper
DMNHRW2-R02J-BH-EG,10.45.0.167,mx104,Juniper
KFRSLHT-R01J-DK-EG,10.45.0.17,mx104,Juniper
ZGZIGW-R07J-SHR-EG,10.45.0.166,mx104,Juniper
TALKHA-R02J-DK-EG,10.45.0.173,mx104,Juniper
DSHLUT-R01J-AST-EG,10.45.0.175,mx104,Juniper
KWMLBH-R01J-SHG-EG,10.45.0.176,mx104,Juniper
CITYCNTR-R03J-C-EG,10.45.0.164,mx104,Juniper
REMAYAH-R02J-GZ-EG,10.45.0.165,mx104,Juniper
OMRNIAH-R01J-GZ-EG,10.45.0.172,mx104,Juniper
SHERBIN-R02J-DK-EG,10.45.0.181,mx104,Juniper
AGA-R02J-DK-EG,10.45.0.182,mx104,Juniper
AHOMOS-R01J-BH-EG,10.45.0.179,mx104,Juniper
NZLTQR-R01J-AST-EG,10.45.0.184,mx104,Juniper
GERGA-R02J-SHG-EG,10.45.0.18,mx104,Juniper
RABEE-R01J-DK-EG,10.45.0.183,mx104,Juniper
QARRA-R01J-KN-EG,10.45.0.185,mx104,Juniper
10RAM1-R01J-SHR-EG,10.45.0.180,mx104,Juniper
MHMUDIA-R02J-BH-EG,10.45.0.178,mx104,Juniper
AMNBHRY-R01J-KN-EG,10.45.0.186,mx104,Juniper
NAWA-R01J-C-EG,10.45.0.190,mx104,Juniper
TAHTA-R02J-SHG-EG,10.45.0.19,mx104,Juniper
ARMANTE-R01J-LX-EG,10.45.0.191,mx104,Juniper
ASWEIR-R01J-IS-EG,10.45.0.193,mx104,Juniper
DABEIYA-R01J-IS-EG,10.45.0.194,mx104,Juniper
QOUS-R02J-KN-EG,10.45.0.192,mx104,Juniper
MINYA-R04J-MN-EG,10.45.0.199,mx104,Juniper
MAHALA1-R02J-GH-EG,10.45.0.20,mx104,Juniper
QNAWEYA-R01J-KN-EG,10.45.0.200,mx104,Juniper
KMARDY-R01J-BNS-EG,10.45.0.203,mx104,Juniper
SMASTA-R01J-BNS-EG,10.45.0.202,mx104,Juniper
WAKF-R01J-KN-EG,10.45.0.201,mx104,Juniper
MAHALA2-R02J-GH-EG,10.45.0.21,mx104,Juniper
MSTFKM-R04J-ALX-EG,10.45.0.209,mx104,Juniper
SANBO-R01J-AST-EG,10.45.0.204,mx104,Juniper
AUTO-R18J-ALX-EG,10.45.0.213,mx104,Juniper
BETORES-R01J-BH-EG,10.45.0.211,mx104,Juniper
RODA-R10J-C-EG,10.45.0.212,mx104,Juniper
OBURCTY2-R02J-C-EG,10.45.0.214,mx104,Juniper
6OCT4-R02J-GZ-EG,10.45.0.215,mx104,Juniper
BADRCITY-R02J-C-EG,10.45.0.216,mx104,Juniper
THAMEDA-R01J-MN-EG,10.45.0.219,mx104,Juniper
AAMIRIAH-R01J-GH-EG,10.45.0.22,mx104,Juniper
MTGHMR1-R02J-DK-EG,10.45.0.226,mx104,Juniper
DIAST-R01J-DK-EG,10.45.0.227,mx104,Juniper
MAGAGA-R02J-MN-EG,10.45.0.218,mx104,Juniper
NOZHA1-R02J-C-EG,10.45.0.217,mx104,Juniper
FARSHOT-R02J-KN-EG,10.45.0.220,mx104,Juniper
TANTA1-R03J-GH-EG,10.45.0.23,mx104,Juniper
FAQOUS-R02J-SHR-EG,10.45.0.230,mx104,Juniper
KMHMADA-R02J-BH-EG,10.45.0.229,mx104,Juniper
THSHBR-R01J-MNF-EG,10.45.0.235,mx104,Juniper
SALAMCTY-R03J-C-EG,10.45.0.231,mx104,Juniper
GLEEM-R03J-ALX-EG,10.45.0.232,mx104,Juniper
BRGARB-R02J-ALX-EG,10.45.0.233,mx104,Juniper
DAKHLA-R03J-WAD-EG,10.45.0.236,mx104,Juniper
DMIETA-R02J-DT-EG,10.45.0.234,mx104,Juniper
SNHARAH-R01J-KB-EG,10.45.0.237,mx104,Juniper
MNYKMH-R02J-SHR-EG,10.45.0.24,mx104,Juniper
ABOTSHT-R01J-KN-EG,10.45.0.238,mx104,Juniper
SODS-R01J-BNS-EG,10.45.0.247,mx104,Juniper
DOKKI-R07J-GZ-EG,10.45.0.246,mx104,Juniper
TMIAMDD-R01J-DK-EG,10.45.0.242,mx104,Juniper
EHNSIA-R01J-BNS-EG,10.45.0.248,mx104,Juniper
KFRRHW1-R01J-GZ-EG,10.45.0.250,mx104,Juniper
SHRSHBA-R01J-GH-EG,10.45.0.25,mx104,Juniper
MUBARK-R02J-ALX-EG,10.45.0.249,mx104,Juniper
BRGNRHM-R01J-DK-EG,10.45.0.253,mx104,Juniper
ABADWY-R01J-KFS-EG,10.45.0.26,mx104,Juniper
KFRGRD-R01J-KFS-EG,10.45.0.27,mx104,Juniper
FAYSAL-R01J-ALX-EG,10.45.0.254,mx104,Juniper
ETAYBRD-R02J-BH-EG,10.45.0.28,mx104,Juniper
MIAM_1-R01J-ALX-EG,10.45.0.3,mx104,Juniper
KHANKA-R03J-C-EG,10.45.0.34,mx104,Juniper
SAADIN-R01J-SHR-EG,10.45.0.30,mx104,Juniper
SEMOHA-R01J-ALX-EG,10.45.0.33,mx104,Juniper
AWAYED-R04J-ALX-EG,10.45.0.32,mx104,Juniper
KFRDWAR-R02J-BH-EG,10.45.0.29,mx104,Juniper
SHROUK1-R02J-C-EG,10.45.0.35,mx104,Juniper
GBMSTHMR-R02J-C-EG,10.45.0.36,mx104,Juniper
SENDEWAH-R01J-C-EG,10.45.0.37,mx104,Juniper
QALAG-R03J-C-EG,10.45.0.38,mx104,Juniper
MNASER-R03J-C-EG,10.45.0.40,mx104,Juniper
KRAYMAT-R01J-GZ-EG,10.45.0.45,mx104,Juniper
NASR2-R06J-C-EG,10.45.0.41,mx104,Juniper
KFRSHKR-R02J-KB-EG,10.45.0.46,mx104,Juniper
NAHDA-R02J-C-EG,10.45.0.39,mx104,Juniper
SHBRMSR-R02J-C-EG,10.45.0.43,mx104,Juniper
SUKGMLA-R02J-GZ-EG,10.45.0.44,mx104,Juniper
MNSHIA-R04J-ALX-EG,10.45.0.4,mx104,Juniper
ABASIA-R09J-C-EG,10.45.0.47,mx104,Juniper
HEHIA-R02J-SHR-EG,10.45.0.50,mx104,Juniper
NASRBNS-R01J-BNS-EG,10.45.0.51,mx104,Juniper
ETSABLD-R01J-MN-EG,10.45.0.56,mx104,Juniper
MNSREST-R09J-DK-EG,10.45.0.54,mx104,Juniper
MINYAGD-R01J-MN-EG,10.45.0.55,mx104,Juniper
BNISUF-R02J-BNS-EG,10.45.0.52,mx104,Juniper
FASHN-R01J-BNS-EG,10.45.0.48,mx104,Juniper
TANSA-R01J-BNS-EG,10.45.0.49,mx104,Juniper
MATTAY-R01J-MN-EG,10.45.0.57,mx104,Juniper
NASR1-R07J-C-EG,10.45.0.6,mx104,Juniper
MALLAWY-R02J-MN-EG,10.45.0.58,mx104,Juniper
DAIRUT-R01J-AST-EG,10.45.0.62,mx104,Juniper
ASYTGD-R01J-AST-EG,10.45.0.64,mx104,Juniper
ASYUTW-R06J-AST-EG,10.45.0.65,mx104,Juniper
BNHAEST-R06J-KB-EG,10.45.0.59,mx104,Juniper
DMNHRE1-R02J-BH-EG,10.45.0.66,mx104,Juniper
MIRQB-R01J-AST-EG,10.45.0.63,mx104,Juniper
MNSHKB-R01J-AST-EG,10.45.0.61,mx104,Juniper
ESNA-R01J-LX-EG,10.45.0.68,mx104,Juniper
TGMOKHMS-R05J-C-EG,10.45.0.7,mx104,Juniper
SHGWST-R07J-SHG-EG,10.45.0.69,mx104,Juniper
KOBBA-R02J-C-EG,10.45.0.71,mx104,Juniper
ASYUTE-R03J-AST-EG,10.45.0.60,mx104,Juniper
KFRSHK-R05J-KFS-EG,10.45.0.73,mx104,Juniper
SUEZ-R04J-SUZ-EG,10.45.0.70,mx104,Juniper
HRGHDAS-R03J-BA-EG,10.45.0.72,mx104,Juniper
LUXOR2-R05J-LX-EG,10.45.0.74,mx104,Juniper
SHBRKHM-R03J-C-EG,10.45.0.79,mx104,Juniper
RAMSIS-R32J-C-EG,10.45.0.80,mx104,Juniper
MAX-R02J-ALX-EG,10.45.0.82,mx104,Juniper
AUTO-R32J-ALX-EG,10.45.0.77,MX960,Juniper
SHBIN1-R02J-MNF-EG,10.45.0.8,mx104,Juniper
MAADI2-R01J-C-EG,10.45.0.78,mx104,Juniper
FATHH-R01J-ALX-EG,10.45.0.83,mx104,Juniper
TEBIN-R03J-C-EG,10.45.0.9,mx104,Juniper
NAQADAH-R01J-KN-EG,10.45.1.1,mx104,Juniper
BRNISHT-R01J-GZ-EG,10.45.1.100,mx104,Juniper
SHERBAS-R01J-DT-EG,10.45.1.101,mx104,Juniper
10RAM2-R02J-SHR-EG,10.45.1.10,mx104,Juniper
MINYA-R30C-MN-EG,10.45.0.96,ASR9010,Cisco
AMRYAH-R02J-ALX-EG,10.45.0.85,mx104,Juniper
AWAYD2-R03J-ALX-EG,10.45.0.86,mx104,Juniper
ARMANT-R01J-LX-EG,10.45.1.102,mx104,Juniper
SDDALY-R01J-ASN-EG,10.45.1.108,mx104,Juniper
RADSIA-R01J-ASN-EG,10.45.1.105,mx104,Juniper
EEDWA-R01J-ASN-EG,10.45.1.109,mx104,Juniper
DELGA-R01J-MN-EG,10.45.1.112,mx104,Juniper
EDFOU-R01J-ASN-EG,10.45.1.111,mx104,Juniper
BLYANA-R02J-SHG-EG,10.45.1.103,mx104,Juniper
RDBHRY-R01J-ASN-EG,10.45.1.106,mx104,Juniper
KHOWY-R01J-ASN-EG,10.45.1.104,mx104,Juniper
RODA-R01J-MN-EG,10.45.1.107,mx104,Juniper
ATLEDEM-R01J-MN-EG,10.45.1.110,mx104,Juniper
HAMOUL-R02J-KFS-EG,10.45.1.113,mx104,Juniper
RAMSIS-R38C-C-EG,10.45.1.119,ASR1000,Cisco
KFRSAAD-R01J-DT-EG,10.45.1.158,mx104,Juniper
KMOMBO-R02J-ASN-EG,10.45.1.114,mx104,Juniper
SHBRQAS-R01J-GH-EG,10.45.1.157,mx104,Juniper
GEMIANA-R01J-DK-EG,10.45.1.14,mx104,Juniper
ORABI3-R01J-C-EG,10.45.1.155,mx104,Juniper
FARSKOR-R02J-DT-EG,10.45.1.156,mx104,Juniper
ZOHOUR-R02J-PTS-EG,10.45.1.160,mx104,Juniper
EBSHWY-R01J-FYM-EG,10.45.1.159,mx104,Juniper
MNSREST-R10C-DK-EG,10.45.1.182,ASR1000,Cisco
6OCT2-R05C-GZ-EG,10.45.1.178,ASR1000,Cisco
HWAWSH-R01C-SHG-EG,10.45.1.173,7206VXR,Cisco
SHISHT-R01C-BH-EG,10.45.1.170,ASR1000,Cisco
QUSIAH-R01J-AST-EG,10.45.1.186,mx104,Juniper
SIDGHZ-R01J-KFS-EG,10.45.1.172,mx104,Juniper
EDFINA-R01J-BH-EG,10.45.1.161,mx104,Juniper
SANAFIR-R01J-C-EG,10.45.1.188,mx104,Juniper
MNWHLH-R01J-MNF-EG,10.45.1.194,mx104,Juniper
MTAASEM-R01J-DK-EG,10.45.1.189,mx104,Juniper
OMKNAN-R01J-MNF-EG,10.45.1.192,mx104,Juniper
SEBAIA-R01J-ASN-EG,10.45.1.195,mx104,Juniper
BALTIM-R01J-KFS-EG,10.45.1.197,mx104,Juniper
QLHANA-R01J-FYM-EG,10.45.1.193,mx104,Juniper
MARG-R01J-C-EG,10.45.1.191,mx104,Juniper
INSHAS-R01J-SHR-EG,10.45.1.190,mx104,Juniper
EZBTBRG-R01J-DT-EG,10.45.1.198,mx104,Juniper
SANBOKB-R01J-GH-EG,10.45.1.199,mx104,Juniper
MHLTHSN-R01J-GH-EG,10.45.1.201,mx104,Juniper
BNIEBID-R01J-DK-EG,10.45.1.200,mx104,Juniper
MDENTY-R03J-C-EG,10.45.1.196,mx104,Juniper
KMNMTNA-R01J-LX-EG,10.45.1.2,mx104,Juniper
REYAD-R01J-DK-EG,10.45.1.202,mx104,Juniper
HOURIN-R01J-MNF-EG,10.45.1.204,mx104,Juniper
BNIETM-R01J-FYM-EG,10.45.1.203,mx104,Juniper
MABBAS-R01J-KFS-EG,10.45.1.206,mx104,Juniper
NASR3-R01J-C-EG,10.45.1.207,mx104,Juniper
DAHAB-R01J-JS-EG,10.45.1.22,mx104,Juniper
RAMSIS-R33J-C-EG,10.45.1.209,mx104,Juniper
AUTO-R19C-ALX-EG,10.45.1.214,ASR1000,Cisco
SHBQNTR-R02J-KB-EG,10.45.1.208,mx104,Juniper
SDGB_2-R04J-ALX-EG,10.45.1.227,mx104,Juniper
DENDEET-R01J-DK-EG,10.45.1.229,mx104,Juniper
AWSHHGR-R01J-DK-EG,10.45.1.231,mx104,Juniper
SNDYON-R01J-C-EG,10.45.1.232,mx104,Juniper
SDGB_2-R05J-ALX-EG,10.45.1.228,mx104,Juniper
HOGYRAT-R01J-KN-EG,10.45.1.233,mx104,Juniper
RSKHBLD-R01J-DK-EG,10.45.1.234,mx104,Juniper
MEETALI-R01J-DK-EG,10.45.1.236,mx104,Juniper
SHBRMLS-R01J-GH-EG,10.45.1.235,mx104,Juniper
AIAT-R01J-GZ-EG,10.45.1.240,mx104,Juniper
RASHIED-R01J-BH-EG,10.45.1.24,mx104,Juniper
JOHINA-R01J-SHG-EG,10.45.1.242,mx104,Juniper
RDQBLY-R01J-ASN-EG,10.45.1.241,mx104,Juniper
KRADIS-R01J-SHR-EG,10.45.1.244,mx104,Juniper
RHMNIA-R01J-BH-EG,10.45.1.246,mx104,Juniper
SHRGTKB-R01J-DK-EG,10.45.1.247,mx104,Juniper
MTHABIB-R01J-GH-EG,10.45.1.237,mx104,Juniper
QAFTT-R01J-KN-EG,10.45.1.243,mx104,Juniper
ASLOGY-R01J-SHR-EG,10.45.1.245,mx104,Juniper
BHNBAY-R01J-SHR-EG,10.45.1.251,mx104,Juniper
SERRO-R01J-DT-EG,10.45.1.248,mx104,Juniper
KFRZYT-R02J-GH-EG,10.45.1.28,mx104,Juniper
MAMARY-R01J-LX-EG,10.45.1.3,mx104,Juniper
ETTSA-R01J-FYM-EG,10.45.1.254,mx104,Juniper
TABIA-R03J-ALX-EG,10.45.1.249,mx104,Juniper
DNSHWI-R01J-MNF-EG,10.45.1.253,mx104,Juniper
BORDIN-R01J-SHR-EG,10.45.1.252,mx104,Juniper
DARSALAM-R02J-C-EG,10.45.1.30,mx104,Juniper
ALAYQAT-R01J-KN-EG,10.45.1.36,mx104,Juniper
PTSAID-R01J-PTS-EG,10.45.1.32,mx104,Juniper
