HostName,IPAddress,Models,Vendors
GAAFRA-R01J-ASN-EG,10.45.6.48,mx104,Juniper
AMNDOR-R01J-KFS-EG,10.45.6.52,mx104,Juniper
ASAYED-R01J-SHR-EG,10.45.6.53,mx104,Juniper
MQNTR-R01J-C-EG,10.45.6.56,mx104,Juniper
MSASLT-R01J-MNF-EG,10.45.6.54,mx104,Juniper
SEMTAY-R01J-GH-EG,10.45.6.5,mx104,Juniper
OBURCTY1-R04J-C-EG,10.45.6.58,mx104,Juniper
BHRBQR-R01J-SHR-EG,10.45.6.59,mx104,Juniper
QASRZAYA-R01J-WAD-EG,10.45.6.6,mx104,Juniper
TMHMNWT-R01J-GZ-EG,10.45.6.55,mx104,Juniper
MAHROSA-R01J-KN-EG,10.45.6.62,mx104,Juniper
EDKOU-R02J-BH-EG,10.45.6.64,mx104,Juniper
SHMOUT-R02J-KB-EG,10.45.6.60,mx104,Juniper
WARRAQ-R01J-C-EG,10.45.6.57,mx104,Juniper
MTBRAH-R02J-MNF-EG,10.45.6.61,mx104,Juniper
KFRGDID-R01J-BH-EG,10.45.6.69,mx104,Juniper
RAEISIA-R01J-KN-EG,10.45.6.66,mx104,Juniper
MOQATAM1-R04J-C-EG,10.45.6.67,mx104,Juniper
MONEIR-R01J-SHR-EG,10.45.6.7,mx104,Juniper
QAFELA-R01J-BH-EG,10.45.6.70,mx104,Juniper
HEGAZAH-R01J-KN-EG,10.45.6.68,mx104,Juniper
LAQANAH-R01J-BH-EG,10.45.6.65,mx104,Juniper
TOBHAR-R01J-FYM-EG,10.45.6.63,mx104,Juniper
DABAAH-R01J-MT-EG,10.45.6.73,mx104,Juniper
ABOAZEZ-R01J-MN-EG,10.45.6.75,mx104,Juniper
SIDHNSH-R01J-MT-EG,10.45.6.74,mx104,Juniper
GNAYIN-R01J-SUZ-EG,10.45.6.78,mx104,Juniper
QLMSHA-R01J-FYM-EG,10.45.6.77,mx104,Juniper
AMRVLG-R01J-SUZ-EG,10.45.6.79,mx104,Juniper
SLHQDM-R01J-SHR-EG,10.45.6.8,mx104,Juniper
MHLTDMN-R02J-DK-EG,10.45.6.71,mx104,Juniper
MAHSAMA-R01J-IS-EG,10.45.6.72,mx104,Juniper
GEHAD-R01J-MN-EG,10.45.6.76,mx104,Juniper
HAMOUL-R01J-MNF-EG,10.45.6.82,mx104,Juniper
ZEINAQB-R01J-LX-EG,10.45.6.84,mx104,Juniper
MRIUTIA-R05J-GZ-EG,10.45.6.86,mx104,Juniper
SHROUK2-R03J-C-EG,10.45.6.87,mx104,Juniper
KFRSEHB-R01J-KB-EG,10.45.6.83,mx104,Juniper
HELWAN-R05J-C-EG,10.45.6.80,mx104,Juniper
MAYMON-R01J-BNS-EG,10.45.6.81,mx104,Juniper
ALAMEEN-R01J-MT-EG,10.45.6.89,mx104,Juniper
MASRGDA-R01J-DK-EG,10.45.6.88,mx104,Juniper
NGEILA-R01J-SIN-EG,10.45.6.90,mx104,Juniper
MONEIB-R01J-GZ-EG,10.45.6.9,mx104,Juniper
TALMINY-R01J-GZ-EG,10.45.6.97,mx104,Juniper
GHBKZN-R01J-ASN-EG,10.45.6.93,mx104,Juniper
QSRSHN-R01J-FYM-EG,10.45.6.95,mx104,Juniper
EEDWA-R01J-MN-EG,10.45.6.98,mx104,Juniper
SUEZ-R31C-SUZ-EG,10.45.7.2,ASR9010,Cisco
KOMQNTR-R01J-BH-EG,10.45.6.99,mx104,Juniper
AGHALEB-R01J-C-EG,10.45.6.92,mx104,Juniper
SNHRQB-R01J-FYM-EG,10.45.6.94,mx104,Juniper
KFRHAKIM-R01J-C-EG,10.45.6.91,mx104,Juniper
DMIETA-R03J-DT-EG,10.45.9.101,mx104,Juniper
BALOZA-R01J-SIN-EG,10.45.9.10,mx104,Juniper
KLHSHRK-R01J-ASN-EG,10.45.9.100,mx104,Juniper
NAZLAH-R01J-FYM-EG,10.45.9.102,mx104,Juniper
RGHMAGRB-R01J-ASN-EG,10.45.9.103,mx104,Juniper
ZAWAYDA-R01J-KN-EG,10.45.9.106,mx104,Juniper
MOGSNT-R01J-ASN-EG,10.45.9.109,mx104,Juniper
LUXOR3-R01J-LX-EG,10.45.9.108,mx104,Juniper
MDAMOUD-R01J-LX-EG,10.45.9.111,mx104,Juniper
MNSNQFT-R01J-KN-EG,10.45.9.107,mx104,Juniper
NGAWHDA-R01J-LX-EG,10.45.9.112,mx104,Juniper
SHNSHR-R01J-MNF-EG,10.45.9.11,mx104,Juniper
MORBEN-R01J-KFS-EG,10.45.9.104,mx104,Juniper
GZRTRGH-R01J-LX-EG,10.45.9.105,mx104,Juniper
DESIA-R01J-FYM-EG,10.45.9.110,mx104,Juniper
SHAAYNA-R01J-KN-EG,10.45.9.115,mx104,Juniper
HELWAN-R06J-C-EG,10.45.9.113,mx104,Juniper
ORABI1-R01J-C-EG,10.45.9.118,mx104,Juniper
NOZHA3-R01J-C-EG,10.45.9.119,mx104,Juniper
MELIG-R01J-MNF-EG,10.45.9.12,mx104,Juniper
ZMRDAH-R01J-ALX-EG,10.45.9.121,mx104,Juniper
TALAEA-R01J-SHR-EG,10.45.9.120,mx104,Juniper
MAMORH-R02J-ALX-EG,10.45.9.122,mx104,Juniper
ORABI2-R01J-C-EG,10.45.9.117,mx104,Juniper
MRINA1-R01J-MT-EG,10.45.9.114,mx104,Juniper
MRAQIA-R01J-ALX-EG,10.45.9.116,mx104,Juniper
SUKGMLA-R04J-GZ-EG,10.45.9.124,mx104,Juniper
BASHMOR-R01J-DK-EG,10.45.9.125,mx104,Juniper
SELMANA-R01J-SIN-EG,10.45.9.127,mx104,Juniper
AQEBLY-R01J-ASN-EG,10.45.9.13,mx104,Juniper
6OCT2-R09J-GZ-EG,10.45.9.131,mx104,Juniper
BNHAEST-R07J-KB-EG,10.45.9.130,mx104,Juniper
NASR2-R07J-C-EG,10.45.9.132,mx104,Juniper
MONTZAH-R01J-MT-EG,10.45.9.123,mx104,Juniper
AHYWST-R01J-SHG-EG,10.45.9.126,mx104,Juniper
MTLOZA-R01J-DK-EG,10.45.9.128,mx104,Juniper
PRHGHTS-R05J-GZ-EG,10.45.9.129,mx104,Juniper
RAMKO-R01J-SUZ-EG,10.45.9.133,mx104,Juniper
MRNWDM-R01J-SUZ-EG,10.45.9.136,mx104,Juniper
EINGOSEN-R01J-IS-EG,10.45.9.138,mx104,Juniper
GBMSTHMR-R03J-C-EG,10.45.9.141,mx104,Juniper
MAXQEBLY-R01J-WAD-EG,10.45.9.140,mx104,Juniper
HOUTA-R01J-DK-EG,10.45.9.139,mx104,Juniper
MAADI2-R15J-C-EG,10.45.9.143,mx104,Juniper
EZIAH-R01J-AST-EG,10.45.9.142,mx104,Juniper
DWIRAT-R01J-SHG-EG,10.45.9.134,mx104,Juniper
HARAM-R04J-GZ-EG,10.45.9.137,mx104,Juniper
ABNAHS-R01J-MNF-EG,10.45.9.14,mx104,Juniper
10RAM1-R06J-SHR-EG,10.45.9.146,mx104,Juniper
ARQABA-R01J-MNF-EG,10.45.9.145,mx104,Juniper
MESSER-R01J-KFS-EG,10.45.9.148,mx104,Juniper
NZLTHSN-R02J-MN-EG,10.45.9.15,mx104,Juniper
NAKHL-R01J-SIN-EG,10.45.9.150,mx104,Juniper
QAHER-R01J-BH-EG,10.45.9.151,mx104,Juniper
BNIHLL-R02J-SHR-EG,10.45.9.144,mx104,Juniper
KSFARET-R01J-IS-EG,10.45.9.147,mx104,Juniper
LHONFYM-R01J-FYM-EG,10.45.9.149,mx104,Juniper
AQWAZ-R01J-GZ-EG,10.45.9.159,mx104,Juniper
AREED-R01J-DK-EG,10.45.9.155,mx104,Juniper
QRAQRA-R01J-SHR-EG,10.45.9.156,mx104,Juniper
RSKHLJ-R01J-SUZ-EG,10.45.9.154,mx104,Juniper
SHOSHAH-R01J-MN-EG,10.45.9.16,mx104,Juniper
ABNBZO-R01J-AST-EG,10.45.9.160,mx104,Juniper
OMKHLEF-R01J-PTS-EG,10.45.9.157,mx104,Juniper
MASAYED-R01J-KN-EG,10.45.9.158,mx104,Juniper
BNRFAH-R01J-AST-EG,10.45.9.161,mx104,Juniper
TALKHA-R03J-DK-EG,10.45.9.169,mx104,Juniper
SFTLBAN-R02J-GZ-EG,10.45.9.164,mx104,Juniper
KLBSHA-R01J-ASN-EG,10.45.9.165,mx104,Juniper
SDKHMS-R01J-KFS-EG,10.45.9.166,mx104,Juniper
DARWAH-R01J-MN-EG,10.45.9.17,mx104,Juniper
MBSNDLA-R01J-DK-EG,10.45.9.170,mx104,Juniper
ARBMTR-R01J-AST-EG,10.45.9.162,mx104,Juniper
DEKKA-R01J-ASN-EG,10.45.9.163,mx104,Juniper
AQFHAS-R01J-BNS-EG,10.45.9.168,mx104,Juniper
ASYUTW-R07J-AST-EG,10.45.9.172,mx104,Juniper
QNTRAE-R01J-IS-EG,10.45.9.175,mx104,Juniper
DESHNA-R01J-KN-EG,10.45.9.171,mx104,Juniper
EDFA-R01J-SHG-EG,10.45.9.174,mx104,Juniper
SENEITA-R02J-DK-EG,10.45.9.173,mx104,Juniper
AAZZAZ-R01J-SHG-EG,10.45.9.182,mx104,Juniper
6OCT2-R10J-GZ-EG,10.45.9.184,mx104,Juniper
MSGDWSF-R01J-GH-EG,10.45.9.18,mx104,Juniper
DMNHRW2-R03J-BH-EG,10.45.9.183,mx104,Juniper
SADAT-R04J-MNF-EG,10.45.9.181,mx104,Juniper
RAYADC-R02J-C-EG,10.45.9.188,mx104,Juniper
TATLIA-R01J-AST-EG,10.45.9.189,mx104,Juniper
SHLSLM-R02J-AST-EG,10.45.9.19,mx104,Juniper
SANAD-R01J-ALX-EG,10.45.9.192,mx104,Juniper
SHBRKHM-R04J-C-EG,10.45.9.185,mx104,Juniper
AUTO-R52J-ALX-EG,10.45.9.21,mx104,Juniper
OSARAT-R01J-SHG-EG,10.45.9.20,mx104,Juniper
AUTO-R53J-ALX-EG,10.45.9.22,mx104,Juniper
HSSAYNA-R01J-DK-EG,10.45.9.186,mx104,Juniper
MNFGDID-R01J-IS-EG,10.45.9.190,mx104,Juniper
ELMESERE-R01J-ALX-EG,10.45.9.193,mx104,Juniper
MAQIER-R01J-BH-EG,10.45.9.26,mx104,Juniper
BRAWKF-R01J-BNS-EG,10.45.9.25,mx104,Juniper
AUTO-R55J-ALX-EG,10.45.9.195,mx104,Juniper
SLGDID-R01J-SHR-EG,10.45.9.27,mx104,Juniper
ATTFIH-R01J-GZ-EG,10.45.9.23,mx104,Juniper
NAWAY-R01J-MN-EG,10.45.9.24,mx104,Juniper
KBSHRB-R01J-ALX-EG,10.45.9.194,mx104,Juniper
QASASIN-R01J-IS-EG,10.45.9.197,mx104,Juniper
FAYUM1-R06J-FYM-EG,10.45.9.30,mx104,Juniper
BRGARB-R05J-ALX-EG,10.45.9.32,mx104,Juniper
NEGEILA-R01J-BH-EG,10.45.9.2,mx104,Juniper
ARBRML-R02J-MNF-EG,10.45.9.31,mx104,Juniper
ZKGHRB-R01J-SHG-EG,10.45.9.3,mx104,Juniper
TESVDC7-R05J-GZ-EG,10.45.9.29,mx104,Juniper
DAHRIAH-R01J-BH-EG,10.45.9.28,mx104,Juniper
WLIMZR-R01J-FYM-EG,10.45.9.38,mx104,Juniper
TKHTNB-R01J-MNF-EG,10.45.9.36,mx104,Juniper
10RAM1-R05J-SHR-EG,10.45.9.37,mx104,Juniper
TANTA3-R02J-GH-EG,10.45.9.39,mx104,Juniper
OMAZZAM-R01J-IS-EG,10.45.9.35,mx104,Juniper
TAKADOM-R01J-IS-EG,10.45.9.33,mx104,Juniper
FDADNA-R01J-SHR-EG,10.45.9.34,mx104,Juniper
BRGARB-R03J-ALX-EG,10.45.9.42,mx104,Juniper
KOBEBAT-R01J-GZ-EG,10.45.9.41,mx104,Juniper
GALAILA-R01J-DK-EG,10.45.9.4,mx104,Juniper
BRGARB-R04J-ALX-EG,10.45.9.43,mx104,Juniper
KATYA-R01J-SIN-EG,10.45.9.45,mx104,Juniper
MEATMDI-R01J-GH-EG,10.45.9.47,mx104,Juniper
SHBIN1-R06J-MNF-EG,10.45.9.40,mx104,Juniper
NASR3-R03J-C-EG,10.45.9.46,mx104,Juniper
DANDARA-R01J-KN-EG,10.45.9.48,mx104,Juniper
SEMOHA-R04J-ALX-EG,10.45.9.50,mx104,Juniper
BSHBISH-R02J-GH-EG,10.45.9.44,mx104,Juniper
AKHIWH-R01J-SHR-EG,10.45.9.5,mx104,Juniper
MIAM_1-R05J-ALX-EG,10.45.9.51,mx104,Juniper
TKHNQDA-R01J-KN-EG,10.45.9.49,mx104,Juniper
TGMOKHMS-R07J-C-EG,10.45.9.56,mx104,Juniper
6OCT1-R04J-GZ-EG,10.45.9.55,mx104,Juniper
BORGRBSV-R02J-ALX-EG,10.45.9.58,mx104,Juniper
BORGRBSV-R01J-ALX-EG,10.45.9.57,mx104,Juniper
ASSUTSV-R02J-AST-EG,10.45.9.60,mx104,Juniper
FOLLY-R01J-SHR-EG,10.45.9.52,mx104,Juniper
PTSAID-R01J-ALX-EG,10.45.9.6,mx104,Juniper
ASSUTSV-R01J-AST-EG,10.45.9.59,mx104,Juniper
SHBRMSR-R03J-C-EG,10.45.9.62,mx104,Juniper
DERAW-R01J-KN-EG,10.45.9.63,mx104,Juniper
BANDAF-R01J-SHR-EG,10.45.9.64,mx104,Juniper
ELTMDHG-R01J-DK-EG,10.45.9.67,mx104,Juniper
BSNDELA-R01J-DK-EG,10.45.9.66,mx104,Juniper
THANUB-R02J-KB-EG,10.45.9.68,mx104,Juniper
SHZAYD2-R03J-GZ-EG,10.45.9.61,mx104,Juniper
IRAQ-R01J-ALX-EG,10.45.9.7,mx104,Juniper
NASR1-R08J-C-EG,10.45.9.74,mx104,Juniper
ASHAMS-R04J-C-EG,10.45.9.69,mx104,Juniper
OMRNIAH-R02J-GZ-EG,10.45.9.73,mx104,Juniper
TANTA2-R14J-GH-EG,10.45.9.71,mx104,Juniper
QURNA-R01J-LX-EG,10.45.9.75,mx104,Juniper
ASAID-R01J-KFS-EG,10.45.9.76,mx104,Juniper
DIMSHLT-R01J-DK-EG,10.45.9.65,mx104,Juniper
MENBAL-R01J-MN-EG,10.45.9.81,mx104,Juniper
TANTA2-R13J-GH-EG,10.45.9.70,mx104,Juniper
WADFERN-R01J-JS-EG,10.45.9.79,mx104,Juniper
MTRMRLM-R01J-BA-EG,10.45.9.80,mx104,Juniper
ROMANA-R01J-SIN-EG,10.45.9.8,mx104,Juniper
ZARNEKH-R01J-LX-EG,10.45.9.83,mx104,Juniper
BNABSER-R01J-GH-EG,10.45.9.84,mx104,Juniper
MNSURIA-R01J-GZ-EG,10.45.9.78,mx104,Juniper
KOBBA-R06J-C-EG,10.45.9.77,mx104,Juniper
MHNDSN-R07J-GZ-EG,10.45.9.87,mx104,Juniper
QATTAMIA-R03J-C-EG,10.45.9.85,mx104,Juniper
GAZAER-R01J-ALX-EG,10.45.9.86,mx104,Juniper
KHRBAH-R01J-SIN-EG,10.45.9.9,mx104,Juniper
BNESLAMA-R01J-C-EG,10.45.9.93,mx104,Juniper
KMOSHM-R01J-FYM-EG,10.45.9.95,mx104,Juniper
RODA-R01J-FYM-EG,10.45.9.96,mx104,Juniper
MDHSHUR-R01J-GZ-EG,10.45.9.92,mx104,Juniper
ASRMLQ-R01J-BNS-EG,10.45.9.94,mx104,Juniper
RAMSIS-R01J-C-EG,163.121.170.1,M320,Juniper
TOWYRAT-R01J-KN-EG,10.45.9.98,mx104,Juniper
ENBARM-R01J-ASN-EG,10.45.9.97,mx104,Juniper
MHNDSN-R08J-GZ-EG,10.45.9.88,mx104,Juniper
TUD-R01J-BH-EG,10.45.9.99,mx104,Juniper
ABASIA-R01C-C-EG,163.121.170.10,12410,Cisco
MHNDSN-R02C-GZ-EG,163.121.170.106,ASR1002,Cisco
MINYA-R01C-MN-EG,163.121.170.107,7206VXR,Cisco
SUKGMLA-R03J-GZ-EG,10.45.9.89,mx104,Juniper
MHNDSN-R01C-GZ-EG,163.121.170.105,7606,Cisco
MAZGHNA-R01J-GZ-EG,10.45.9.91,mx104,Juniper
SHBIN1-R30J-MNF-EG,163.121.170.115,mx104,Juniper
NASR1-R02C-C-EG,163.121.170.116,7206VXR,Cisco
NASR2-R03C-C-EG,163.121.170.121,7206VXR,Cisco
SHARM1-R01C-JS-EG,163.121.170.133,7206VXR,Cisco
MHNDSN-R05C-GZ-EG,163.121.170.122,ASR1004,Cisco
RODA-R03C-C-EG,163.121.170.129,7206VXR,Cisco
QATTAMIA-R01C-C-EG,163.121.170.130,7206VXR,Cisco
ABASIA-R02C-C-EG,163.121.170.14,12410,Cisco
SHRTN-R02C-C-EG,163.121.170.140,7206VXR,Cisco
SDGB_2-R02C-ALX-EG,163.121.170.142,7206VXR,Cisco
ZGZIGW-R01J-SHR-EG,163.121.170.147,M10i,Juniper
TANTA2-R01J-GH-EG,163.121.170.153,M10i,Juniper
SUEZ-R01C-SUZ-EG,163.121.170.144,7206VXR,Cisco
ZAMALEK-R01C-C-EG,163.121.170.154,7206VXR,Cisco
MATRIA-R01C-C-EG,163.121.170.170,7206VXR,Cisco
ASWNW-R05C-ASN-EG,163.121.170.17,ASR1004,Cisco
FAWALA-R04C-C-EG,163.121.170.169,ASR1002,Cisco
ABASIA-R07C-C-EG,163.121.170.189,7206VXR,Cisco
GPX-R01C-C-EG,163.121.170.194,7206VXR,Cisco
PRHGHTS.DC-R01C-GZ-EG,163.121.170.175,7206VXR,Cisco
MNSREST-R01J-DK-EG,163.121.170.204,M10i,Juniper
RAMSIS-R20J-C-EG,163.121.170.2,MX960,Juniper
GIZA-R03C-GZ-EG,163.121.170.22,7206VXR,Cisco
GIZA-R04C-GZ-EG,163.121.170.23,7206VXR,Cisco
ARISH-R01C-SIN-EG,163.121.170.240,7206VXR,Cisco
GIZA-R01C-GZ-EG,163.121.170.24,12410,Cisco
DMIETA-R01C-DT-EG,163.121.170.232,7206VXR,Cisco
GIZA-R05C-GZ-EG,163.121.170.239,7206VXR,Cisco
BNISUF-R01C-BNS-EG,163.121.170.243,7206VXR,Cisco
DOKKI-R30C-GZ-EG,163.121.170.251,1751,Cisco
AUTO-R01J-ALX-EG,163.121.170.33,M320,Juniper
SMRTVLG-R01C-GZ-EG,163.121.170.253,7206VXR,Cisco
AUTO-R13C-ALX-EG,163.121.170.34,ASR1004,Cisco
RAMSIS-R03C-C-EG,163.121.170.3,7206VXR,Cisco
GIZA-R02C-GZ-EG,163.121.170.25,12410,Cisco
AUTO-R06C-ALX-EG,163.121.170.35,7206VXR,Cisco
RAMSIS-R04C-C-EG,163.121.170.4,7206VXR,Cisco
AUTO-R04C-ALX-EG,163.121.170.36,7206VXR,Cisco
RAMSIS-R05C-C-EG,163.121.170.5,7206VXR,Cisco
6OCT2-R03C-GZ-EG,163.121.170.52,7206VXR,Cisco
AUTO-R05C-ALX-EG,163.121.170.37,7206VXR,Cisco
CITYCNTR-R01C-C-EG,163.121.170.50,7206VXR,Cisco
PRHGHTS-R02C-GZ-EG,163.121.170.51,7206VXR,Cisco
RAMSIS-R06C-C-EG,163.121.170.6,7206VXR,Cisco
BABLOUK-R01C-C-EG,163.121.170.64,7206VXR,Cisco
ASYUTW-R03C-AST-EG,163.121.170.62,7206VXR,Cisco
TANTA2-R06C-GH-EG,163.121.170.67,7206VXR,Cisco
RAMSIS-R07C-C-EG,163.121.170.7,7206VXR,Cisco
BNHAEST-R01J-KB-EG,163.121.170.74,M10i,Juniper
OBURCTY1-R01C-C-EG,163.121.170.72,7206VXR,Cisco
ALMAZA-R02C-C-EG,163.121.170.56,7206VXR,Cisco
DOKKI-R03C-GZ-EG,163.121.170.78,7206VXR,Cisco
DOKKI.HQ-R01C-GZ-EG,163.121.170.75,ASR1004,Cisco
6OCT2-R06C-GZ-EG,163.121.170.83,ASR1004,Cisco
DOKKI-R02C-GZ-EG,163.121.170.77,7206VXR,Cisco
FAWALA-R03C-C-EG,163.121.170.82,7206VXR,Cisco
RAMSIS-R09C-C-EG,163.121.170.9,7609S,Cisco
ISMLIA-R01C-IS-EG,163.121.170.93,7206VXR,Cisco
HLPLS-R03C-C-EG,163.121.170.90,7206VXR,Cisco
MAADI1_1-R01C-C-EG,163.121.170.97,7206VXR,Cisco
PRHGHTS-R01J-GZ-EG,163.121.171.100,M7i,Juniper
AUTO-R17C-ALX-EG,163.121.171.111,ASR1004,Cisco
RAMSIS-R12J-C-EG,163.121.171.1,MX960,Juniper
SHBIN1-R04C-MNF-EG,163.121.171.115,ASR1004,Cisco
HLPLS-R30C-C-EG,163.121.171.110,ASR9006,Cisco
DOKKI-R05C-GZ-EG,163.121.171.109,ASR9006,Cisco
MHNDSN-R04C-GZ-EG,163.121.171.116,ASR9006,Cisco
SDGB_2-R03C-ALX-EG,163.121.171.130,ASR1004,Cisco
ISMLIA-R01J-IS-EG,163.121.171.161,M10i,Juniper
TESVDC7-R01C-GZ-EG,163.121.171.172,7206VXR,Cisco
MNSRWST-R05C-DK-EG,163.121.171.150,ASR1004,Cisco
SUEZ-R03C-SUZ-EG,163.121.171.179,ASR1004,Cisco
DMIETA-R01J-DT-EG,163.121.171.191,M10i,Juniper
EQUANT-R01C-C-EG,163.121.171.198,7206VXR,Cisco
RAMSIS-R13C-C-EG,163.121.171.2,12416,Cisco
HRGHDAS-R02C-BA-EG,163.121.171.188,ASR1002,Cisco
SMRTVLG-R02C-GZ-EG,163.121.171.204,7206VXR,Cisco
PRHGHTS-R04C-GZ-EG,163.121.171.216,7206VXR,Cisco
SMRTVHQ-R01J-GZ-EG,163.121.171.206,M10i,Juniper
MRSMTR-R01C-MT-EG,163.121.171.237,7206VXR,Cisco
PRHGHTS-R03C-GZ-EG,163.121.171.249,7206VXR,Cisco
TGMOKHMS-R02C-C-EG,163.121.171.241,7206VXR,Cisco
RAMSIS-R30C-C-EG,163.121.171.240,ASR9010,Cisco
RAMSIS-R16C-C-EG,163.121.171.3,7206VXR,Cisco
AUTO-R08C-ALX-EG,163.121.171.31,12410,Cisco
AUTO-R02C-ALX-EG,163.121.171.32,12410,Cisco
AUTO-R09C-ALX-EG,163.121.171.34,7609S,Cisco
AUTO-R15C-ALX-EG,163.121.171.4,7609S,Cisco
BNHAEST-R30J-KB-EG,163.121.171.44,MX480,Juniper
SEMOHA-R03C-ALX-EG,163.121.171.52,ASR1004,Cisco
GBMSTHMR-R01C-C-EG,163.121.171.55,7206VXR,Cisco
DMNHRE1-R05C-BH-EG,163.121.171.49,ASR1004,Cisco
KFRSHK-R02J-KFS-EG,163.121.171.86,M10i,Juniper
ASYUTW-R04C-AST-EG,163.121.171.50,ASR1004,Cisco
PRHGHTS-R02J-GZ-EG,163.121.171.99,M7i,Juniper
ZGZIGW-R05C-SHR-EG,163.121.172.116,ASR1004,Cisco
ISMLIA-R03C-IS-EG,163.121.172.125,ASR1004,Cisco
MATRIA-R30J-C-EG,163.121.172.1,MX960,Juniper
NASR2-R02C-C-EG,163.121.172.110,ASR1004,Cisco
RAMSIS-R10C-C-EG,163.121.171.9,7206VXR,Cisco
DAKHLA-R01C-WAD-EG,163.121.172.140,7206VXR,Cisco
MINYA-R03C-MN-EG,163.121.172.170,ASR1004,Cisco
KFRSHK-R04C-KFS-EG,163.121.172.199,ASR1004,Cisco
KOBBA-R05C-C-EG,163.121.172.201,ASR1004,Cisco
SMRTVHQ-R03J-GZ-EG,163.121.172.172,M10i,Juniper
SUEZ-R30C-SUZ-EG,163.121.172.220,ASR9010,Cisco
GIZA-R10C-GZ-EG,163.121.172.228,ASR1004,Cisco
HELWAN-R03C-C-EG,163.121.172.230,10008,Cisco
DOKKI-R06C-GZ-EG,163.121.172.231,ASR1004,Cisco
ALMAZA-R06C-C-EG,163.121.172.232,ASR1004,Cisco
OPERA-R02C-C-EG,163.121.172.254,ASR1002,Cisco
QNAWEST-R06C-KN-EG,163.121.172.249,ASR1004,Cisco
BNISUF-R03C-BNS-EG,163.121.173.131,ASR1004,Cisco
RODA-R08C-C-EG,163.121.173.127,ASR1004,Cisco
LUXOR2-R04C-LX-EG,163.121.173.139,ASR1004,Cisco
PTSAID-R30C-PTS-EG,163.121.173.162,ASR9010,Cisco
SMRTVLG-R03J-GZ-EG,163.121.173.164,M7i,Juniper
MAADI2-R07C-C-EG,163.121.173.152,ASR1004,Cisco
SMRTVHQ-R04C-GZ-EG,163.121.173.168,7206VXR,Cisco
CITYCNTR-R30C-C-EG,163.121.173.178,ASR9010,Cisco
TGMOKHMS-R04C-C-EG,163.121.173.206,ASR1002,Cisco
MAADI3-R03C-C-EG,163.121.173.232,ASR1002,Cisco
CARFSVLC-R01C-C-EG,163.121.173.249,ASR1002,Cisco
ABASIA-R31C-C-EG,163.121.173.33,ASR9010,Cisco
GIZA-R31J-GZ-EG,163.121.173.29,MX960,Juniper
BLQDKRM-R03C-GZ-EG,163.121.173.238,ASR1002,Cisco
QALIUB-R02C-C-EG,163.121.173.252,ASR1002,Cisco
IBRHIM-R05C-ALX-EG,163.121.173.70,ASR1002,Cisco
TANTA1-R02C-GH-EG,163.121.173.80,ASR1002,Cisco
RAYADC-S01C-C-EG,163.121.205.182,WS-C3560G-48TS,Cisco
GPX-S01C-C-EG,163.121.204.166,C2950T-24,Cisco
NASR1-R01C-C-EG,163.121.173.6,ASR1004,Cisco
MAADI1_1-R05C-C-EG,163.121.173.75,ASR1002,Cisco
EQUANT-S02C-C-EG,163.121.227.149,WS-C3560G-24TS,Cisco
MHNDSN-R50C-GZ-EG,163.121.248.10,1721,Cisco
RAMSIS-R50C-C-EG,163.121.248.1,7206VXR,Cisco
DMNHRW2-R50C-BH-EG,163.121.248.14,2811,Cisco
FAYSAL-R50C-ALX-EG,163.121.248.13,1721,Cisco
NOZHA1-R50C-C-EG,163.121.248.12,2811,Cisco
SIDGBR-R50C-ALX-EG,163.121.248.15,1721,Cisco
KOBBA-R50C-C-EG,163.121.248.16,2811,Cisco
RODA-R50C-C-EG,163.121.248.18,2811,Cisco
6OCT2-R50C-GZ-EG,163.121.248.20,2811,Cisco
SUEZ-R50C-SUZ-EG,163.121.248.24,2811,Cisco
ASYUTW-R50C-AST-EG,163.121.248.19,2811,Cisco
ISMLIA-R50C-IS-EG,163.121.248.26,2811,Cisco
MAADI2-R50C-C-EG,163.121.248.27,2811,Cisco
MINYA-R50C-MN-EG,163.121.248.23,2811,Cisco
MQATM2_A-R50C-C-EG,163.121.248.28,1721,Cisco
GIZA-R50C-GZ-EG,163.121.248.3,2811,Cisco
MNSREST-R50C-DK-EG,163.121.248.30,2811,Cisco
TANTA2-R50C-GH-EG,163.121.248.8,2811,Cisco
KFRSHK-R50C-KFS-EG,163.121.248.7,1721,Cisco
ZGZIGW-R50C-SHR-EG,163.121.248.31,2811,Cisco
AUTO-R50C-ALX-EG,163.121.248.5,7206VXR,Cisco
DOKKI-R50C-GZ-EG,163.121.248.9,2811,Cisco
NASR1-R50C-C-EG,163.121.248.6,2811,Cisco
90STRET-S01C-C-EG,213.158.176.1,ME360x_t,Cisco
90STRET-S04C-C-EG,213.158.176.4,ME360x_t,Cisco
MOQATAM1-S02C-C-EG,10.37.16.118,ME360x_t,Cisco
HELWAN-S02C-C-EG,10.37.16.110,ME360x_t,Cisco
MCITSMRT-R01C-GZ-EG,10.37.88.18,4451-X,Cisco
90STRET-S02C-C-EG,213.158.176.2,ME360x_t,Cisco
90STRET-S03C-C-EG,213.158.176.3,ME360x_t,Cisco
RAMSIS-R14C-C-EG,163.121.171.8,12416,Cisco
MAADI3-R02J-C-EG,10.45.2.11,mx104,Juniper
NOZHA2-S02C-C-EG,10.37.16.166,ME360x_t,Cisco
GIZA-S01C-GZ-EG,10.37.244.138,WS-C4948,Cisco
